,Date,Price - USD/LB
830,1966-04-04,0.0212
831,1966-04-05,0.0209
832,1966-04-06,0.0216
833,1966-04-07,0.0212
834,1966-04-11,0.0212
835,1966-04-12,0.021
836,1966-04-13,0.0213
837,1966-04-14,0.0212
838,1966-04-15,0.0216
839,1966-04-18,0.022
840,1966-04-19,0.0214
841,1966-04-20,0.0211
842,1966-04-21,0.0208
843,1966-04-22,0.0211
844,1966-04-25,0.0215
845,1966-04-26,0.0218
846,1966-04-27,0.0218
847,1966-04-28,0.0215
848,1966-04-29,0.0215
849,1966-05-02,0.0215
850,1966-05-03,0.0218
851,1966-05-04,0.022
852,1966-05-05,0.0218
853,1966-05-06,0.0215
854,1966-05-09,0.0217
855,1966-05-10,0.0219
856,1966-05-11,0.0218
857,1966-05-12,0.0213
858,1966-05-13,0.0212
859,1966-05-16,0.0213
860,1966-05-17,0.0215
861,1966-05-18,0.0215
862,1966-05-19,0.0213
863,1966-05-20,0.0212
864,1966-05-23,0.021
865,1966-05-24,0.0199
866,1966-05-25,0.0196
867,1966-05-26,0.0199
868,1966-05-27,0.0201
869,1966-05-31,0.0192
870,1966-06-01,0.0192
871,1966-06-02,0.0204
872,1966-06-03,0.0199
873,1966-06-06,0.018
874,1966-06-07,0.0181
875,1966-06-08,0.0178
876,1966-06-09,0.0178
877,1966-06-10,0.0169
878,1966-06-13,0.0173
879,1966-06-14,0.0177
880,1966-06-15,0.0181
881,1966-06-16,0.0184
882,1966-06-17,0.0184
883,1966-06-20,0.0179
884,1966-06-21,0.0176
885,1966-06-22,0.0183
886,1966-06-23,0.0185
887,1966-06-24,0.0188
888,1966-06-27,0.0187
889,1966-06-28,0.0184
890,1966-06-29,0.0185
891,1966-06-30,0.0187
892,1966-07-01,0.0188
893,1966-07-05,0.0188
894,1966-07-06,0.019
895,1966-07-07,0.0192
896,1966-07-08,0.0189
897,1966-07-11,0.0187
898,1966-07-12,0.0185
899,1966-07-13,0.0193
900,1966-07-14,0.0195
901,1966-07-15,0.019
902,1966-07-18,0.0196
903,1966-07-19,0.0204
904,1966-07-20,0.0202
905,1966-07-21,0.0193
906,1966-07-22,0.019
907,1966-07-25,0.019
908,1966-07-26,0.0185
909,1966-07-27,0.019
910,1966-07-28,0.0193
911,1966-07-29,0.0191
912,1966-08-01,0.0186
913,1966-08-02,0.0188
914,1966-08-03,0.0193
915,1966-08-04,0.0188
916,1966-08-05,0.0184
917,1966-08-08,0.0181
918,1966-08-09,0.0181
919,1966-08-10,0.018
920,1966-08-11,0.0178
921,1966-08-12,0.0178
922,1966-08-15,0.0174
923,1966-08-16,0.0171
924,1966-08-17,0.0171
925,1966-08-18,0.0169
926,1966-08-19,0.0166
927,1966-08-22,0.0169
928,1966-08-23,0.0163
929,1966-08-24,0.0164
930,1966-08-25,0.0165
931,1966-08-26,0.0164
932,1966-08-29,0.0158
933,1966-08-30,0.0158
934,1966-08-31,0.0158
935,1966-09-01,0.0154
936,1966-09-02,0.0147
937,1966-09-06,0.0147
938,1966-09-07,0.0145
939,1966-09-08,0.0147
940,1966-09-09,0.0154
941,1966-09-12,0.0166
942,1966-09-13,0.017
943,1966-09-14,0.0179
944,1966-09-15,0.0175
945,1966-09-16,0.0175
946,1966-09-19,0.017
947,1966-09-20,0.017
948,1966-09-21,0.0175
949,1966-09-22,0.0175
950,1966-09-23,0.0176
951,1966-09-26,0.0174
952,1966-09-27,0.0176
953,1966-09-28,0.0182
954,1966-09-29,0.0188
955,1966-09-30,0.0182
956,1966-10-03,0.0182
957,1966-10-04,0.0181
958,1966-10-05,0.0186
959,1966-10-06,0.0184
960,1966-10-07,0.0181
961,1966-10-10,0.0178
962,1966-10-11,0.0172
963,1966-10-13,0.0174
964,1966-10-14,0.0173
965,1966-10-17,0.0176
966,1966-10-18,0.0175
967,1966-10-19,0.0165
968,1966-10-20,0.0168
969,1966-10-21,0.0164
970,1966-10-24,0.0157
971,1966-10-25,0.0156
972,1966-10-26,0.016
973,1966-10-27,0.0157
974,1966-10-28,0.0159
975,1966-10-31,0.016
976,1966-11-01,0.0159
977,1966-11-02,0.0157
978,1966-11-03,0.0157
979,1966-11-04,0.0155
980,1966-11-07,0.0152
981,1966-11-09,0.0148
982,1966-11-10,0.015
983,1966-11-14,0.0154
984,1966-11-15,0.0158
985,1966-11-16,0.0162
986,1966-11-17,0.016
987,1966-11-18,0.0155
988,1966-11-21,0.0156
989,1966-11-22,0.0155
990,1966-11-23,0.0158
991,1966-11-25,0.0154
992,1966-11-28,0.0151
993,1966-11-29,0.0155
994,1966-11-30,0.0156
995,1966-12-01,0.0154
996,1966-12-02,0.0157
997,1966-12-05,0.0158
998,1966-12-06,0.0155
999,1966-12-07,0.0152
1000,1966-12-08,0.015
1001,1966-12-09,0.0148
